USERID,PERSON_ID_EXTERNAL,STARTDATE,ORIGINALSTARTDATE,ISPRIMARY,SENIORITYDATE,JOBNUMBER,
30000001            ,30000001            ,19/07/2017,19/07/2017,True,,,
30000002            ,30000002            ,19/07/2017,19/07/2017,True,,,
30000003            ,30000003            ,19/07/2017,19/07/2017,True,,,
30000004            ,30000004            ,19/07/2017,19/07/2017,True,,,
30000005            ,30000005            ,19/07/2017,19/07/2017,True,,,
30000006            ,30000006            ,19/07/2017,19/07/2017,True,,,
30000007            ,30000007            ,19/07/2017,19/07/2017,True,,,
30000008            ,30000008            ,19/07/2017,19/07/2017,True,,,
30000009            ,30000009            ,19/07/2017,19/07/2017,True,,,
30000010            ,30000010            ,19/07/2017,19/07/2017,True,,,
30000011            ,30000011            ,19/07/2017,19/07/2017,True,,,
30000012            ,30000012            ,19/07/2017,19/07/2017,True,,,
30000013            ,30000013            ,19/07/2017,19/07/2017,True,,,
30000014            ,30000014            ,19/07/2017,19/07/2017,True,,,
30000015            ,30000015            ,19/07/2017,19/07/2017,True,,,
30000016            ,30000016            ,19/07/2017,19/07/2017,True,,,
30000017            ,30000017            ,18/07/2017,18/07/2017,True,,,
30000019            ,30000019            ,18/07/2017,18/07/2017,True,,,
30000020            ,30000020            ,18/07/2017,18/07/2017,True,,,
30000021            ,30000021            ,18/07/2017,18/07/2017,True,,,
30000022            ,30000022            ,18/07/2017,18/07/2017,True,,,
30000023            ,30000023            ,18/07/2017,18/07/2017,True,,,
30000024            ,30000024            ,18/07/2017,18/07/2017,True,,,
30000025            ,30000025            ,18/07/2017,18/07/2017,True,,,
30000026            ,30000026            ,18/07/2017,18/07/2017,True,,,
30000027            ,30000027            ,18/07/2017,18/07/2017,True,,,
30000028            ,30000028            ,18/07/2017,18/07/2017,True,,,
30000030            ,30000030            ,18/07/2017,18/07/2017,True,,,
30000031            ,30000031            ,18/07/2017,18/07/2017,True,,,
30000032            ,30000032            ,18/07/2017,18/07/2017,True,,,
30000033            ,30000033            ,18/07/2017,18/07/2017,True,,,
30000034            ,30000034            ,18/07/2017,18/07/2017,True,,,
30000035            ,30000035            ,18/07/2017,18/07/2017,True,,,
30000036            ,30000036            ,18/07/2017,18/07/2017,True,,,
30000037            ,30000037            ,18/07/2017,18/07/2017,True,,,
30000038            ,30000038            ,18/07/2017,18/07/2017,True,,,
30000039            ,30000039            ,18/07/2017,18/07/2017,True,,,
30000040            ,30000040            ,18/07/2017,18/07/2017,True,,,
30000041            ,30000041            ,18/07/2017,18/07/2017,True,,,
30000042            ,30000042            ,18/07/2017,18/07/2017,True,,,
30000043            ,30000043            ,18/07/2017,18/07/2017,True,,,
30000044            ,30000044            ,18/07/2017,18/07/2017,True,,,
30000045            ,30000045            ,18/07/2017,18/07/2017,True,,,
30000046            ,30000046            ,18/07/2017,18/07/2017,True,,,
30000047            ,30000047            ,18/07/2017,18/07/2017,True,,,
30000048            ,30000048            ,18/07/2017,18/07/2017,True,,,
30000049            ,30000049            ,18/07/2017,18/07/2017,True,,,
30000050            ,30000050            ,18/07/2017,18/07/2017,True,,,
30000051            ,30000051            ,18/07/2017,18/07/2017,True,,,
30000052            ,30000052            ,18/07/2017,18/07/2017,True,,,
30000053            ,30000053            ,18/07/2017,18/07/2017,True,,,
30000054            ,30000054            ,18/07/2017,18/07/2017,True,,,
30000055            ,30000055            ,18/07/2017,18/07/2017,True,,,
30000056            ,30000056            ,18/07/2017,18/07/2017,True,,,
30000057            ,30000057            ,18/07/2017,18/07/2017,True,,,
30000058            ,30000058            ,18/07/2017,18/07/2017,True,,,
30000059            ,30000059            ,18/07/2017,18/07/2017,True,,,
30000060            ,30000060            ,18/07/2017,18/07/2017,True,,,
30000061            ,30000061            ,18/07/2017,18/07/2017,True,,,
30000062            ,30000062            ,18/07/2017,18/07/2017,True,,,
30000063            ,30000063            ,11/07/2017,11/07/2017,True,,,
30000064            ,30000064            ,12/07/2017,12/07/2017,True,,,
30000065            ,30000065            ,12/07/2017,12/07/2017,True,,,
30000066            ,30000066            ,12/07/2017,12/07/2017,True,,,
30000067            ,30000067            ,12/07/2017,12/07/2017,True,,,
30000068            ,30000068            ,11/07/2017,11/07/2017,True,,,
30000069            ,30000069            ,11/07/2017,11/07/2017,True,,,
30000070            ,30000070            ,12/07/2017,12/07/2017,True,,,
30000071            ,30000071            ,11/07/2017,11/07/2017,True,,,
30000072            ,30000072            ,11/07/2017,11/07/2017,True,,,
30000073            ,30000073            ,11/07/2017,11/07/2017,True,,,
30000074            ,30000074            ,11/07/2017,11/07/2017,True,,,
30000075            ,30000075            ,11/07/2017,11/07/2017,True,,,
30000077            ,30000077            ,11/07/2017,11/07/2017,True,,,
30000078            ,30000078            ,11/07/2017,11/07/2017,True,,,
30000079            ,30000079            ,11/07/2017,11/07/2017,True,,,
30000080            ,30000080            ,11/07/2017,11/07/2017,True,,,
30000081            ,30000081            ,11/07/2017,11/07/2017,True,,,
30000082            ,30000082            ,11/07/2017,11/07/2017,True,,,
30000083            ,30000083            ,11/07/2017,11/07/2017,True,,,
30000084            ,30000084            ,11/07/2017,11/07/2017,True,,,
30000085            ,30000085            ,01/07/2017,01/07/2017,True,,,
30000086            ,30000086            ,01/07/2017,01/07/2017,True,,,
30000087            ,30000087            ,01/07/2017,01/07/2017,True,,,
30000088            ,30000088            ,01/07/2017,01/07/2017,True,,,
30000089            ,30000089            ,01/07/2017,01/07/2017,True,,,
30000090            ,30000090            ,01/07/2017,01/07/2017,True,,,
30000091            ,30000091            ,07/07/2017,07/07/2017,True,,,
30000092            ,30000092            ,11/07/2017,11/07/2017,True,,,
30000093            ,30000093            ,11/07/2017,11/07/2017,True,,,
30000094            ,30000094            ,11/07/2017,11/07/2017,True,,,
30000095            ,30000095            ,11/07/2017,11/07/2017,True,,,
30000096            ,30000096            ,11/07/2017,11/07/2017,True,,,
30000097            ,30000097            ,11/07/2017,11/07/2017,True,,,
30000098            ,30000098            ,11/07/2017,11/07/2017,True,,,
30000099            ,30000099            ,11/07/2017,11/07/2017,True,,,
30000100            ,30000100            ,11/07/2017,11/07/2017,True,,,
30000101            ,30000101            ,11/07/2017,11/07/2017,True,,,
30000102            ,30000102            ,11/07/2017,11/07/2017,True,,,
30000103            ,30000103            ,11/07/2017,11/07/2017,True,,,
30000104            ,30000104            ,11/07/2017,11/07/2017,True,,,
30000105            ,30000105            ,11/07/2017,11/07/2017,True,,,
30000106            ,30000106            ,11/07/2017,11/07/2017,True,,,
30000107            ,30000107            ,11/07/2017,11/07/2017,True,,,
30000109            ,30000109            ,11/07/2017,11/07/2017,True,,,
30000110            ,30000110            ,11/07/2017,11/07/2017,True,,,
30000111            ,30000111            ,11/07/2017,11/07/2017,True,,,
30000113            ,30000113            ,11/07/2017,11/07/2017,True,,,
30000114            ,30000114            ,11/07/2017,11/07/2017,True,,,
30000115            ,30000115            ,11/07/2017,11/07/2017,True,,,
30000117            ,30000117            ,11/07/2017,11/07/2017,True,,,
30000118            ,30000118            ,11/07/2017,11/07/2017,True,,,
30000119            ,30000119            ,11/07/2017,11/07/2017,True,,,
30000120            ,30000120            ,11/07/2017,11/07/2017,True,,,
30000121            ,30000121            ,11/07/2017,11/07/2017,True,,,
30000122            ,30000122            ,03/07/2017,03/07/2017,True,,,
30000123            ,30000123            ,03/07/2017,03/07/2017,True,,,
30000124            ,30000124            ,10/07/2017,10/07/2017,True,,,
30000125            ,30000125            ,08/07/2017,08/07/2017,True,,,
30000126            ,30000126            ,07/07/2017,07/07/2017,True,,,
30000127            ,30000127            ,07/07/2017,07/07/2017,True,,,
30000128            ,30000128            ,06/07/2017,06/07/2017,True,,,
30000129            ,30000129            ,06/07/2017,06/07/2017,True,,,
30000130            ,30000130            ,06/07/2017,06/07/2017,True,,,
30000131            ,30000131            ,06/07/2017,06/07/2017,True,,,
30000132            ,30000132            ,06/07/2017,06/07/2017,True,,,
30000133            ,30000133            ,06/07/2017,06/07/2017,True,,,
30000134            ,30000134            ,06/07/2017,06/07/2017,True,,,
30000135            ,30000135            ,06/07/2017,06/07/2017,True,,,
30000136            ,30000136            ,05/07/2017,05/07/2017,True,,,
30000137            ,30000137            ,05/07/2017,05/07/2017,True,,,
30000138            ,30000138            ,05/07/2017,05/07/2017,True,,,
30000139            ,30000139            ,05/07/2017,05/07/2017,True,,,
30000140            ,30000140            ,05/07/2017,05/07/2017,True,,,
30000141            ,30000141            ,05/07/2017,05/07/2017,True,,,
30000142            ,30000142            ,05/07/2017,05/07/2017,True,,,
30000143            ,30000143            ,05/07/2017,05/07/2017,True,,,
30000144            ,30000144            ,05/07/2017,05/07/2017,True,,,
30000145            ,30000145            ,05/07/2017,05/07/2017,True,,,
30000146            ,30000146            ,05/07/2017,05/07/2017,True,,,
30000147            ,30000147            ,05/07/2017,05/07/2017,True,,,
30000148            ,30000148            ,05/07/2017,05/07/2017,True,,,
30000149            ,30000149            ,05/07/2017,05/07/2017,True,,,
30000150            ,30000150            ,05/07/2017,05/07/2017,True,,,
30000151            ,30000151            ,05/07/2017,05/07/2017,True,,,
30000152            ,30000152            ,05/07/2017,05/07/2017,True,,,
30000153            ,30000153            ,05/07/2017,05/07/2017,True,,,
30000154            ,30000154            ,05/07/2017,05/07/2017,True,,,
30000155            ,30000155            ,05/07/2017,05/07/2017,True,,,
30000156            ,30000156            ,05/07/2017,05/07/2017,True,,,
30000157            ,30000157            ,05/07/2017,05/07/2017,True,,,
30000158            ,30000158            ,05/07/2017,05/07/2017,True,,,
30000159            ,30000159            ,05/07/2017,05/07/2017,True,,,
30000161            ,30000161            ,05/07/2017,05/07/2017,True,,,
30000162            ,30000162            ,05/07/2017,05/07/2017,True,,,
30000163            ,30000163            ,05/07/2017,05/07/2017,True,,,
30000164            ,30000164            ,05/07/2017,05/07/2017,True,,,
30000165            ,30000165            ,05/07/2017,05/07/2017,True,,,
30000166            ,30000166            ,05/07/2017,05/07/2017,True,,,
30000167            ,30000167            ,05/07/2017,05/07/2017,True,,,
30000169            ,30000169            ,05/07/2017,05/07/2017,True,,,
30000170            ,30000170            ,05/07/2017,05/07/2017,True,,,
30000171            ,30000171            ,05/07/2017,05/07/2017,True,,,
30000172            ,30000172            ,05/07/2017,05/07/2017,True,,,
30000173            ,30000173            ,05/07/2017,05/07/2017,True,,,
30000174            ,30000174            ,05/07/2017,05/07/2017,True,,,
30000175            ,30000175            ,05/07/2017,05/07/2017,True,,,
30000176            ,30000176            ,05/07/2017,05/07/2017,True,,,
30000177            ,30000177            ,05/07/2017,05/07/2017,True,,,
30000178            ,30000178            ,05/07/2017,05/07/2017,True,,,
30000179            ,30000179            ,05/07/2017,05/07/2017,True,,,
30000180            ,30000180            ,05/07/2017,05/07/2017,True,,,
30000181            ,30000181            ,05/07/2017,05/07/2017,True,,,
30000182            ,30000182            ,05/07/2017,05/07/2017,True,,,
30000183            ,30000183            ,05/07/2017,05/07/2017,True,,,
30000184            ,30000184            ,05/07/2017,05/07/2017,True,,,
30000185            ,30000185            ,05/07/2017,05/07/2017,True,,,
30000186            ,30000186            ,05/07/2017,05/07/2017,True,,,
30000187            ,30000187            ,05/07/2017,05/07/2017,True,,,
30000188            ,30000188            ,05/07/2017,05/07/2017,True,,,
30000189            ,30000189            ,05/07/2017,05/07/2017,True,,,
30000190            ,30000190            ,05/07/2017,05/07/2017,True,,,
30000191            ,30000191            ,05/07/2017,05/07/2017,True,,,
30000192            ,30000192            ,05/07/2017,05/07/2017,True,,,
30000193            ,30000193            ,05/07/2017,05/07/2017,True,,,
30000194            ,30000194            ,05/07/2017,05/07/2017,True,,,
30000195            ,30000195            ,05/07/2017,05/07/2017,True,,,
30000196            ,30000196            ,05/07/2017,05/07/2017,True,,,
30000197            ,30000197            ,05/07/2017,05/07/2017,True,,,
30000198            ,30000198            ,04/07/2017,04/07/2017,True,,,
30000199            ,30000199            ,04/07/2017,04/07/2017,True,,,
30000200            ,30000200            ,04/07/2017,04/07/2017,True,,,
30000201            ,30000201            ,04/07/2017,04/07/2017,True,,,
30000202            ,30000202            ,04/07/2017,04/07/2017,True,,,
30000203            ,30000203            ,04/07/2017,04/07/2017,True,,,
30000204            ,30000204            ,04/07/2017,04/07/2017,True,,,
30000205            ,30000205            ,04/07/2017,04/07/2017,True,,,
30000206            ,30000206            ,04/07/2017,04/07/2017,True,,,
30000207            ,30000207            ,03/07/2017,03/07/2017,True,,,
30000208            ,30000208            ,03/07/2017,03/07/2017,True,,,
30000209            ,30000209            ,28/06/2017,28/06/2017,True,,,
30000210            ,30000210            ,28/06/2017,28/06/2017,True,,,
30000211            ,30000211            ,27/06/2017,27/06/2017,True,,,
30000212            ,30000212            ,27/06/2017,27/06/2017,True,,,
30000213            ,30000213            ,27/06/2017,27/06/2017,True,,,
30000214            ,30000214            ,27/06/2017,27/06/2017,True,,,
30000215            ,30000215            ,27/06/2017,27/06/2017,True,,,
30000216            ,30000216            ,27/06/2017,27/06/2017,True,,,
30000217            ,30000217            ,27/06/2017,27/06/2017,True,,,
30000218            ,30000218            ,27/06/2017,27/06/2017,True,,,
30000219            ,30000219            ,27/06/2017,27/06/2017,True,,,
30000220            ,30000220            ,27/06/2017,27/06/2017,True,,,
30000221            ,30000221            ,27/06/2017,27/06/2017,True,,,
30000222            ,30000222            ,27/06/2017,27/06/2017,True,,,
30000223            ,30000223            ,27/06/2017,27/06/2017,True,,,
30000224            ,30000224            ,27/06/2017,27/06/2017,True,,,
30000225            ,30000225            ,27/06/2017,27/06/2017,True,,,
30000226            ,30000226            ,27/06/2017,27/06/2017,True,,,
30000227            ,30000227            ,27/06/2017,27/06/2017,True,,,
30000228            ,30000228            ,27/06/2017,27/06/2017,True,,,
30000229            ,30000229            ,27/06/2017,27/06/2017,True,,,
30000230            ,30000230            ,27/06/2017,27/06/2017,True,,,
30000231            ,30000231            ,27/06/2017,27/06/2017,True,,,
30000232            ,30000232            ,27/06/2017,27/06/2017,True,,,
30000233            ,30000233            ,27/06/2017,27/06/2017,True,,,
30000234            ,30000234            ,27/06/2017,27/06/2017,True,,,
30000235            ,30000235            ,01/07/2017,01/07/2017,True,,,
30000236            ,30000236            ,26/06/2017,26/06/2017,True,,,
30000237            ,30000237            ,26/06/2017,26/06/2017,True,,,
30000238            ,30000238            ,26/06/2017,26/06/2017,True,,,
30000239            ,30000239            ,23/06/2017,23/06/2017,True,,,
30000240            ,30000240            ,22/06/2017,22/06/2017,True,,,
30000241            ,30000241            ,20/06/2017,20/06/2017,True,,,
30000242            ,30000242            ,20/06/2017,20/06/2017,True,,,
30000243            ,30000243            ,20/06/2017,20/06/2017,True,,,
30000245            ,30000245            ,20/06/2017,20/06/2017,True,,,
30000246            ,30000246            ,20/06/2017,20/06/2017,True,,,
30000247            ,30000247            ,20/06/2017,20/06/2017,True,,,
30000248            ,30000248            ,20/06/2017,20/06/2017,True,,,
30000249            ,30000249            ,20/06/2017,20/06/2017,True,,,
30000250            ,30000250            ,20/06/2017,20/06/2017,True,,,
30000251            ,30000251            ,20/06/2017,20/06/2017,True,,,
30000252            ,30000252            ,20/06/2017,20/06/2017,True,,,
30000253            ,30000253            ,20/06/2017,20/06/2017,True,,,
30000254            ,30000254            ,20/06/2017,20/06/2017,True,,,
30000255            ,30000255            ,20/06/2017,20/06/2017,True,,,
30000257            ,30000257            ,20/06/2017,20/06/2017,True,,,
30000258            ,30000258            ,20/06/2017,20/06/2017,True,,,
30000260            ,30000260            ,20/06/2017,20/06/2017,True,,,
30000261            ,30000261            ,20/06/2017,20/06/2017,True,,,
30000262            ,30000262            ,20/06/2017,20/06/2017,True,,,
30000263            ,30000263            ,20/06/2017,20/06/2017,True,,,
30000264            ,30000264            ,20/06/2017,20/06/2017,True,,,
30000265            ,30000265            ,20/06/2017,20/06/2017,True,,,
30000266            ,30000266            ,20/06/2017,20/06/2017,True,,,
30000267            ,30000267            ,20/06/2017,20/06/2017,True,,,
30000268            ,30000268            ,20/06/2017,20/06/2017,True,,,
30000269            ,30000269            ,20/06/2017,20/06/2017,True,,,
30000270            ,30000270            ,20/06/2017,20/06/2017,True,,,
30000271            ,30000271            ,20/06/2017,20/06/2017,True,,,
30000272            ,30000272            ,20/06/2017,20/06/2017,True,,,
30000273            ,30000273            ,20/06/2017,20/06/2017,True,,,
30000274            ,30000274            ,20/06/2017,20/06/2017,True,,,
30000275            ,30000275            ,20/06/2017,20/06/2017,True,,,
30000276            ,30000276            ,20/06/2017,20/06/2017,True,,,
30000277            ,30000277            ,20/06/2017,20/06/2017,True,,,
30000278            ,30000278            ,20/06/2017,20/06/2017,True,,,
30000279            ,30000279            ,20/06/2017,20/06/2017,True,,,
30000280            ,30000280            ,20/06/2017,20/06/2017,True,,,
30000281            ,30000281            ,20/06/2017,20/06/2017,True,,,
30000282            ,30000282            ,19/06/2017,19/06/2017,True,,,
30000283            ,30000283            ,14/06/2017,14/06/2017,True,,,
30000284            ,30000284            ,13/06/2017,13/06/2017,True,,,
30000285            ,30000285            ,14/06/2017,14/06/2017,True,,,
30000286            ,30000286            ,14/06/2017,14/06/2017,True,,,
30000287            ,30000287            ,14/06/2017,14/06/2017,True,,,
30000288            ,30000288            ,14/06/2017,14/06/2017,True,,,
30000289            ,30000289            ,14/06/2017,14/06/2017,True,,,
30000291            ,30000291            ,14/06/2017,14/06/2017,True,,,
30000292            ,30000292            ,14/06/2017,14/06/2017,True,,,
30000293            ,30000293            ,14/06/2017,14/06/2017,True,,,
30000294            ,30000294            ,14/06/2017,14/06/2017,True,,,
30000295            ,30000295            ,14/06/2017,14/06/2017,True,,,
30000296            ,30000296            ,14/06/2017,14/06/2017,True,,,
30000297            ,30000297            ,13/06/2017,13/06/2017,True,,,
30000298            ,30000298            ,14/06/2017,14/06/2017,True,,,
30000299            ,30000299            ,14/06/2017,14/06/2017,True,,,
30000300            ,30000300            ,14/06/2017,14/06/2017,True,,,
30000301            ,30000301            ,14/06/2017,14/06/2017,True,,,
30000302            ,30000302            ,14/06/2017,14/06/2017,True,,,
30000303            ,30000303            ,13/06/2017,13/06/2017,True,,,
30000304            ,30000304            ,13/06/2017,13/06/2017,True,,,
30000305            ,30000305            ,13/06/2017,13/06/2017,True,,,
30000306            ,30000306            ,13/06/2017,13/06/2017,True,,,
30000307            ,30000307            ,13/06/2017,13/06/2017,True,,,
30000308            ,30000308            ,13/06/2017,13/06/2017,True,,,
30000309            ,30000309            ,13/06/2017,13/06/2017,True,,,
30000310            ,30000310            ,13/06/2017,13/06/2017,True,,,
30000311            ,30000311            ,13/06/2017,13/06/2017,True,,,
30000312            ,30000312            ,13/06/2017,13/06/2017,True,,,
30000313            ,30000313            ,13/06/2017,13/06/2017,True,,,
30000314            ,30000314            ,13/06/2017,13/06/2017,True,,,
30000315            ,30000315            ,13/06/2017,13/06/2017,True,,,
30000316            ,30000316            ,13/06/2017,13/06/2017,True,,,
30000317            ,30000317            ,13/06/2017,13/06/2017,True,,,
30000318            ,30000318            ,13/06/2017,13/06/2017,True,,,
30000319            ,30000319            ,13/06/2017,13/06/2017,True,,,
30000320            ,30000320            ,13/06/2017,13/06/2017,True,,,
30000321            ,30000321            ,13/06/2017,13/06/2017,True,,,
30000322            ,30000322            ,13/06/2017,13/06/2017,True,,,
30000323            ,30000323            ,13/06/2017,13/06/2017,True,,,
30000324            ,30000324            ,13/06/2017,13/06/2017,True,,,
30000325            ,30000325            ,13/06/2017,13/06/2017,True,,,
30000326            ,30000326            ,08/06/2017,08/06/2017,True,,,
30000327            ,30000327            ,01/07/2017,01/07/2017,True,,,
30000328            ,30000328            ,08/06/2017,08/06/2017,True,,,
30000329            ,30000329            ,08/06/2017,08/06/2017,True,,,
30000330            ,30000330            ,08/06/2017,08/06/2017,True,,,
30000331            ,30000331            ,06/06/2017,06/06/2017,True,,,
30000332            ,30000332            ,06/06/2017,06/06/2017,True,,,
30000333            ,30000333            ,06/06/2017,06/06/2017,True,,,
30000334            ,30000334            ,06/06/2017,06/06/2017,True,,,
30000335            ,30000335            ,05/06/2017,05/06/2017,True,,,
30000336            ,30000336            ,03/06/2017,03/06/2017,True,,,
30000337            ,30000337            ,05/06/2017,05/06/2017,True,,,
30000338            ,30000338            ,05/06/2017,05/06/2017,True,,,
30000339            ,30000339            ,05/06/2017,05/06/2017,True,,,
30000340            ,30000340            ,05/06/2017,05/06/2017,True,,,
30000341            ,30000341            ,05/06/2017,05/06/2017,True,,,
30000342            ,30000342            ,05/06/2017,05/06/2017,True,,,
30000343            ,30000343            ,05/06/2017,05/06/2017,True,,,
30000344            ,30000344            ,05/06/2017,05/06/2017,True,,,
30000345            ,30000345            ,01/06/2017,01/06/2017,True,,,
30000346            ,30000346            ,03/06/2017,03/06/2017,True,,,
30000347            ,30000347            ,03/06/2017,03/06/2017,True,,,
30000348            ,30000348            ,03/06/2017,03/06/2017,True,,,
30000349            ,30000349            ,02/06/2017,02/06/2017,True,,,
30000350            ,30000350            ,02/06/2017,02/06/2017,True,,,
30000351            ,30000351            ,02/06/2017,02/06/2017,True,,,
30000352            ,30000352            ,01/06/2017,01/06/2017,True,,,
30000353            ,30000353            ,01/06/2017,01/06/2017,True,,,
30000354            ,30000354            ,01/06/2017,01/06/2017,True,,,
30000355            ,30000355            ,01/06/2017,01/06/2017,True,,,
30000356            ,30000356            ,01/06/2017,01/06/2017,True,,,
30000357            ,30000357            ,01/06/2017,01/06/2017,True,,,
30000358            ,30000358            ,01/06/2017,01/06/2017,True,,,
30000359            ,30000359            ,01/06/2017,01/06/2017,True,,,
30000361            ,30000361            ,01/06/2017,01/06/2017,True,,,
30000362            ,30000362            ,01/06/2017,01/06/2017,True,,,
30000363            ,30000363            ,01/06/2017,01/06/2017,True,,,
30000364            ,30000364            ,01/06/2017,01/06/2017,True,,,
30000365            ,30000365            ,01/06/2017,01/06/2017,True,,,
30000366            ,30000366            ,01/06/2017,01/06/2017,True,,,
30000367            ,30000367            ,29/05/2017,29/05/2017,True,,,
30000368            ,30000368            ,01/06/2017,01/06/2017,True,,,
30000369            ,30000369            ,01/06/2017,01/06/2017,True,,,
30000370            ,30000370            ,01/06/2017,01/06/2017,True,,,
30000371            ,30000371            ,30/05/2017,30/05/2017,True,,,
30000372            ,30000372            ,29/05/2017,29/05/2017,True,,,
30000373            ,30000373            ,29/05/2017,29/05/2017,True,,,
30000374            ,30000374            ,01/07/2017,01/07/2017,True,,,
30000375            ,30000375            ,01/07/2017,01/07/2017,True,,,
30000376            ,30000376            ,01/07/2017,01/07/2017,True,,,
30000377            ,30000377            ,29/05/2017,29/05/2017,True,,,
30000378            ,30000378            ,29/05/2017,29/05/2017,True,,,
30000379            ,30000379            ,29/05/2017,29/05/2017,True,,,
30000380            ,30000380            ,24/05/2017,24/05/2017,True,,,
30000381            ,30000381            ,01/08/2017,01/08/2017,True,,,
30000382            ,30000382            ,25/05/2017,25/05/2017,True,,,
30000383            ,30000383            ,20/05/2017,20/05/2017,True,,,
30000384            ,30000384            ,24/05/2017,24/05/2017,True,,,
30000385            ,30000385            ,24/05/2017,24/05/2017,True,,,
30000386            ,30000386            ,24/05/2017,24/05/2017,True,,,
30000387            ,30000387            ,24/05/2017,24/05/2017,True,,,
30000388            ,30000388            ,24/05/2017,24/05/2017,True,,,
30000391            ,30000391            ,17/05/2017,17/05/2017,True,,,
30000392            ,30000392            ,17/05/2017,17/05/2017,True,,,
30000393            ,30000393            ,17/05/2017,17/05/2017,True,,,
30000395            ,30000395            ,17/05/2017,17/05/2017,True,,,
30000397            ,30000397            ,17/05/2017,17/05/2017,True,,,
30000398            ,30000398            ,17/05/2017,17/05/2017,True,,,
30000399            ,30000399            ,17/05/2017,17/05/2017,True,,,
30000400            ,30000400            ,17/05/2017,17/05/2017,True,,,
30000401            ,30000401            ,17/05/2017,17/05/2017,True,,,
30000402            ,30000402            ,16/05/2017,16/05/2017,True,,,
30000403            ,30000403            ,16/05/2017,16/05/2017,True,,,
30000404            ,30000404            ,16/05/2017,16/05/2017,True,,,
30000406            ,30000406            ,16/05/2017,16/05/2017,True,,,
30000407            ,30000407            ,16/05/2017,16/05/2017,True,,,
30000408            ,30000408            ,17/05/2017,17/05/2017,True,,,
30000409            ,30000409            ,17/05/2017,17/05/2017,True,,,
30000410            ,30000410            ,17/05/2017,17/05/2017,True,,,
30000411            ,30000411            ,16/05/2017,16/05/2017,True,,,
30000412            ,30000412            ,16/05/2017,16/05/2017,True,,,
30000413            ,30000413            ,16/05/2017,16/05/2017,True,,,
30000414            ,30000414            ,16/05/2017,16/05/2017,True,,,
30000415            ,30000415            ,16/05/2017,16/05/2017,True,,,
30000416            ,30000416            ,16/05/2017,16/05/2017,True,,,
30000418            ,30000418            ,16/05/2017,16/05/2017,True,,,
30000419            ,30000419            ,16/05/2017,16/05/2017,True,,,
30000420            ,30000420            ,16/05/2017,16/05/2017,True,,,
30000421            ,30000421            ,16/05/2017,16/05/2017,True,,,
30000422            ,30000422            ,16/05/2017,16/05/2017,True,,,
30000423            ,30000423            ,16/05/2017,16/05/2017,True,,,
30000424            ,30000424            ,16/05/2017,16/05/2017,True,,,
30000425            ,30000425            ,16/05/2017,16/05/2017,True,,,
30000426            ,30000426            ,16/05/2017,16/05/2017,True,,,
30000427            ,30000427            ,16/05/2017,16/05/2017,True,,,
30000428            ,30000428            ,16/05/2017,16/05/2017,True,,,
30000429            ,30000429            ,16/05/2017,16/05/2017,True,,,
30000430            ,30000430            ,16/05/2017,16/05/2017,True,,,
30000431            ,30000431            ,16/05/2017,16/05/2017,True,,,
30000432            ,30000432            ,16/05/2017,16/05/2017,True,,,
30000433            ,30000433            ,16/05/2017,16/05/2017,True,,,
30000434            ,30000434            ,16/05/2017,16/05/2017,True,,,
30000435            ,30000435            ,13/05/2017,13/05/2017,True,,,
30000436            ,30000436            ,13/05/2017,13/05/2017,True,,,
30000437            ,30000437            ,13/05/2017,13/05/2017,True,,,
30000438            ,30000438            ,12/05/2017,12/05/2017,True,,,
30000439            ,30000439            ,09/05/2017,09/05/2017,True,,,
30000440            ,30000440            ,09/05/2017,09/05/2017,True,,,
30000441            ,30000441            ,09/05/2017,09/05/2017,True,,,
30000442            ,30000442            ,07/05/2017,07/05/2017,True,,,
30000443            ,30000443            ,10/05/2017,10/05/2017,True,,,
30000444            ,30000444            ,10/05/2017,10/05/2017,True,,,
30000445            ,30000445            ,10/05/2017,10/05/2017,True,,,
30000446            ,30000446            ,10/05/2017,10/05/2017,True,,,
30000447            ,30000447            ,10/05/2017,10/05/2017,True,,,
30000448            ,30000448            ,10/05/2017,10/05/2017,True,,,
30000449            ,30000449            ,10/05/2017,10/05/2017,True,,,
30000450            ,30000450            ,10/05/2017,10/05/2017,True,,,
30000451            ,30000451            ,10/05/2017,10/05/2017,True,,,
30000452            ,30000452            ,10/05/2017,10/05/2017,True,,,
30000453            ,30000453            ,10/05/2017,10/05/2017,True,,,
30000454            ,30000454            ,10/05/2017,10/05/2017,True,,,
30000455            ,30000455            ,10/05/2017,10/05/2017,True,,,
30000456            ,30000456            ,10/05/2017,10/05/2017,True,,,
30000457            ,30000457            ,10/05/2017,10/05/2017,True,,,
30000458            ,30000458            ,10/05/2017,10/05/2017,True,,,
30000459            ,30000459            ,10/05/2017,10/05/2017,True,,,
30000460            ,30000460            ,10/05/2017,10/05/2017,True,,,
30000461            ,30000461            ,10/05/2017,10/05/2017,True,,,
30000462            ,30000462            ,10/05/2017,10/05/2017,True,,,
30000463            ,30000463            ,10/05/2017,10/05/2017,True,,,
30000464            ,30000464            ,10/05/2017,10/05/2017,True,,,
30000465            ,30000465            ,10/05/2017,10/05/2017,True,,,
30000466            ,30000466            ,10/05/2017,10/05/2017,True,,,
30000467            ,30000467            ,10/05/2017,10/05/2017,True,,,
30000468            ,30000468            ,10/05/2017,10/05/2017,True,,,
